mode,theme,component,id,role,variant,slot,route,surface,state,index,status,ratio,effectiveForeground,effectiveBackground,reason
amber-solid,light,Button,,secondary,solid,base/label,/__functional-colors,accented,keyboard-focus,0,pass,6.583058146676685,"[255, 255, 255, 1]","[5.999997, 105.000075, 93.99988499999999, 1]",
amber-solid,light,Button,,secondary,solid,base/label,/__functional-colors,accented,keyboard-active+focus,0,pass,8.836617659503887,"[255, 255, 255, 1]","[4.7999925, 84.00005999999999, 75.20001, 1]",
amber-solid,light,Button,,secondary,solid,base/label,/__functional-colors,accented,focus+hover,0,pass,7.620293273853335,"[255, 255, 255, 1]","[5.4000075, 94.49994, 84.60007499999999, 1]",
amber-solid,light,Button,,secondary,link,base/label,/__functional-colors,accented,idle,0,pass,5.522061257059345,"[5.999997, 105.000075, 93.99988499999999, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,secondary,link,base/label,/__functional-colors,accented,hover,0,pass,5.522061257059345,"[5.999997, 105.000075, 93.99988499999999, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,secondary,link,base/label,/__functional-colors,accented,active+hover,0,pass,5.522061257059345,"[5.999997, 105.000075, 93.99988499999999, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,secondary,link,base/label,/__functional-colors,accented,keyboard-focus,0,pass,5.522061257059345,"[5.999997, 105.000075, 93.99988499999999, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,secondary,link,base/label,/__functional-colors,accented,keyboard-active+focus,0,pass,5.522061257059345,"[5.999997, 105.000075, 93.99988499999999, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,secondary,link,base/label,/__functional-colors,accented,focus+hover,0,pass,5.522061257059345,"[5.999997, 105.000075, 93.99988499999999, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,semantic text,,success,,text,/__functional-colors,accented,idle,0,pass,5.534770659183723,"[35.99988, 105.99993, 49.99989, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Badge,,success,solid,base,/__functional-colors,accented,idle,0,pass,6.598209505797759,"[255, 255, 255, 1]","[35.99988, 105.99993, 49.99989, 1]",
amber-solid,light,Alert,,success,solid,title,/__functional-colors,accented,idle,0,pass,6.598209505797759,"[255, 255, 255, 1]","[35.99988, 105.99993, 49.99989, 1]",
amber-solid,light,Alert,,success,solid,description,/__functional-colors,accented,idle,0,pass,6.598209505797759,"[255, 255, 255, 1]","[35.99988, 105.99993, 49.99989, 1]",
amber-solid,light,Badge,,success,outline,base,/__functional-colors,accented,idle,0,pass,5.534770659183723,"[35.99988, 105.99993, 49.99989, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Alert,,success,outline,title,/__functional-colors,accented,idle,0,pass,5.534770659183723,"[35.99988, 105.99993, 49.99989, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Alert,,success,outline,description,/__functional-colors,accented,idle,0,pass,5.534770659183723,"[35.99988, 105.99993, 49.99989, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Badge,,success,soft,base,/__functional-colors,accented,idle,0,pass,4.8224578533887295,"[35.99988, 105.99993, 49.99989, 1]","[215.10009899999997, 222.1000785, 216.50007449999998, 1]",
amber-solid,light,Alert,,success,soft,title,/__functional-colors,accented,idle,0,pass,4.8224578533887295,"[35.99988, 105.99993, 49.99989, 1]","[215.10009899999997, 222.1000785, 216.50007449999998, 1]",
amber-solid,light,Alert,,success,soft,description,/__functional-colors,accented,idle,0,pass,4.8224578533887295,"[35.99988, 105.99993, 49.99989, 1]","[215.10009899999997, 222.1000785, 216.50007449999998, 1]",
amber-solid,light,Badge,,success,subtle,base,/__functional-colors,accented,idle,0,pass,4.8224578533887295,"[35.99988, 105.99993, 49.99989, 1]","[215.10009899999997, 222.1000785, 216.50007449999998, 1]",
amber-solid,light,Alert,,success,subtle,title,/__functional-colors,accented,idle,0,pass,4.8224578533887295,"[35.99988, 105.99993, 49.99989, 1]","[215.10009899999997, 222.1000785, 216.50007449999998, 1]",
amber-solid,light,Alert,,success,subtle,description,/__functional-colors,accented,idle,0,pass,4.8224578533887295,"[35.99988, 105.99993, 49.99989, 1]","[215.10009899999997, 222.1000785, 216.50007449999998, 1]",
amber-solid,light,Button,,success,solid,base/label,/__functional-colors,accented,idle,0,pass,6.598209505797759,"[255, 255, 255, 1]","[35.99988, 105.99993, 49.99989, 1]",
amber-solid,light,Button,,success,solid,base/label,/__functional-colors,accented,hover,0,pass,7.630997421532101,"[255, 255, 255, 1]","[32.400045, 95.40009, 45.000105, 1]",
amber-solid,light,Button,,success,solid,base/label,/__functional-colors,accented,active+hover,0,pass,8.840573607206386,"[255, 255, 255, 1]","[28.799955, 84.799995, 40.000065, 1]",
amber-solid,light,Button,,success,solid,base/label,/__functional-colors,accented,keyboard-focus,0,pass,6.598209505797759,"[255, 255, 255, 1]","[35.99988, 105.99993, 49.99989, 1]",
amber-solid,light,Button,,success,solid,base/label,/__functional-colors,accented,keyboard-active+focus,0,pass,8.840573607206386,"[255, 255, 255, 1]","[28.799955, 84.799995, 40.000065, 1]",
amber-solid,light,Button,,success,solid,base/label,/__functional-colors,accented,focus+hover,0,pass,7.630997421532101,"[255, 255, 255, 1]","[32.400045, 95.40009, 45.000105, 1]",
amber-solid,light,Button,,success,link,base/label,/__functional-colors,accented,idle,0,pass,5.534770659183723,"[35.99988, 105.99993, 49.99989, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,success,link,base/label,/__functional-colors,accented,hover,0,pass,5.534770659183723,"[35.99988, 105.99993, 49.99989, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,success,link,base/label,/__functional-colors,accented,active+hover,0,pass,5.534770659183723,"[35.99988, 105.99993, 49.99989, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,success,link,base/label,/__functional-colors,accented,keyboard-focus,0,pass,5.534770659183723,"[35.99988, 105.99993, 49.99989, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,success,link,base/label,/__functional-colors,accented,keyboard-active+focus,0,pass,5.534770659183723,"[35.99988, 105.99993, 49.99989, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,success,link,base/label,/__functional-colors,accented,focus+hover,0,pass,5.534770659183723,"[35.99988, 105.99993, 49.99989, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,semantic text,,info,,text,/__functional-colors,accented,idle,0,pass,5.626646263766263,"[0, 87.99999000000001, 188.99988, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Badge,,info,solid,base,/__functional-colors,accented,idle,0,pass,6.70773789005006,"[255, 255, 255, 1]","[0, 87.99999000000001, 188.99988, 1]",
amber-solid,light,Alert,,info,solid,title,/__functional-colors,accented,idle,0,pass,6.70773789005006,"[255, 255, 255, 1]","[0, 87.99999000000001, 188.99988, 1]",
amber-solid,light,Alert,,info,solid,description,/__functional-colors,accented,idle,0,pass,6.70773789005006,"[255, 255, 255, 1]","[0, 87.99999000000001, 188.99988, 1]",
amber-solid,light,Badge,,info,outline,base,/__functional-colors,accented,idle,0,pass,5.626646263766263,"[0, 87.99999000000001, 188.99988, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Alert,,info,outline,title,/__functional-colors,accented,idle,0,pass,5.626646263766263,"[0, 87.99999000000001, 188.99988, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Alert,,info,outline,description,/__functional-colors,accented,idle,0,pass,5.626646263766263,"[0, 87.99999000000001, 188.99988, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Badge,,info,soft,base,/__functional-colors,accented,idle,0,pass,4.855291432565066,"[0, 87.99999000000001, 188.99988, 1]","[211.500139502625, 220.3000845, 230.40004799999997, 1]",
amber-solid,light,Alert,,info,soft,title,/__functional-colors,accented,idle,0,pass,4.855291432565066,"[0, 87.99999000000001, 188.99988, 1]","[211.500139502625, 220.3000845, 230.40004799999997, 1]",
amber-solid,light,Alert,,info,soft,description,/__functional-colors,accented,idle,0,pass,4.855291432565066,"[0, 87.99999000000001, 188.99988, 1]","[211.500139502625, 220.3000845, 230.40004799999997, 1]",
amber-solid,light,Badge,,info,subtle,base,/__functional-colors,accented,idle,0,pass,4.855291432565066,"[0, 87.99999000000001, 188.99988, 1]","[211.500139502625, 220.3000845, 230.40004799999997, 1]",
amber-solid,light,Alert,,info,subtle,title,/__functional-colors,accented,idle,0,pass,4.855291432565066,"[0, 87.99999000000001, 188.99988, 1]","[211.500139502625, 220.3000845, 230.40004799999997, 1]",
amber-solid,light,Alert,,info,subtle,description,/__functional-colors,accented,idle,0,pass,4.855291432565066,"[0, 87.99999000000001, 188.99988, 1]","[211.500139502625, 220.3000845, 230.40004799999997, 1]",
amber-solid,light,Button,,info,solid,base/label,/__functional-colors,accented,idle,0,pass,6.70773789005006,"[255, 255, 255, 1]","[0, 87.99999000000001, 188.99988, 1]",
amber-solid,light,Button,,info,solid,base/label,/__functional-colors,accented,hover,0,pass,7.762298638770592,"[255, 255, 255, 1]","[0, 79.19994, 170.100045, 1]",
amber-solid,light,Button,,info,solid,base/label,/__functional-colors,accented,active+hover,0,pass,8.996361336393038,"[255, 255, 255, 1]","[0, 70.39989, 151.19995500000002, 1]",
amber-solid,light,Button,,info,solid,base/label,/__functional-colors,accented,keyboard-focus,0,pass,6.70773789005006,"[255, 255, 255, 1]","[0, 87.99999000000001, 188.99988, 1]",
amber-solid,light,Button,,info,solid,base/label,/__functional-colors,accented,keyboard-active+focus,0,pass,8.996361336393038,"[255, 255, 255, 1]","[0, 70.39989, 151.19995500000002, 1]",
amber-solid,light,Button,,info,solid,base/label,/__functional-colors,accented,focus+hover,0,pass,7.762298638770592,"[255, 255, 255, 1]","[0, 79.19994, 170.100045, 1]",
amber-solid,light,Button,,info,link,base/label,/__functional-colors,accented,idle,0,pass,5.626646263766263,"[0, 87.99999000000001, 188.99988, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,info,link,base/label,/__functional-colors,accented,hover,0,pass,5.626646263766263,"[0, 87.99999000000001, 188.99988, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,info,link,base/label,/__functional-colors,accented,active+hover,0,pass,5.626646263766263,"[0, 87.99999000000001, 188.99988, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,info,link,base/label,/__functional-colors,accented,keyboard-focus,0,pass,5.626646263766263,"[0, 87.99999000000001, 188.99988, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,info,link,base/label,/__functional-colors,accented,keyboard-active+focus,0,pass,5.626646263766263,"[0, 87.99999000000001, 188.99988, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,info,link,base/label,/__functional-colors,accented,focus+hover,0,pass,5.626646263766263,"[0, 87.99999000000001, 188.99988, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,semantic text,,warning,,text,/__functional-colors,accented,idle,0,pass,6.711789901800933,"[123.00001499999999, 66.00012, 7.000005, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Badge,,warning,solid,base,/__functional-colors,accented,idle,0,pass,7.825457958425116,"[23.0000055, 23.0000055, 23.0000055, 1]","[232.999875, 154.999965, 23.999988, 1]",
amber-solid,light,Alert,,warning,solid,title,/__functional-colors,accented,idle,0,pass,7.825457958425116,"[23.0000055, 23.0000055, 23.0000055, 1]","[232.999875, 154.999965, 23.999988, 1]",
amber-solid,light,Alert,,warning,solid,description,/__functional-colors,accented,idle,0,pass,7.825457958425116,"[23.0000055, 23.0000055, 23.0000055, 1]","[232.999875, 154.999965, 23.999988, 1]",
amber-solid,light,Badge,,warning,outline,base,/__functional-colors,accented,idle,0,pass,6.711789901800933,"[123.00001499999999, 66.00012, 7.000005, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Alert,,warning,outline,title,/__functional-colors,accented,idle,0,pass,6.711789901800933,"[123.00001499999999, 66.00012, 7.000005, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Alert,,warning,outline,description,/__functional-colors,accented,idle,0,pass,6.711789901800933,"[123.00001499999999, 66.00012, 7.000005, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Badge,,warning,soft,base,/__functional-colors,accented,idle,0,pass,5.774227725939664,"[123.00001499999999, 66.00012, 7.000005, 1]","[223.800087, 218.10009749999998, 212.2000962, 1]",
amber-solid,light,Alert,,warning,soft,title,/__functional-colors,accented,idle,0,pass,5.774227725939664,"[123.00001499999999, 66.00012, 7.000005, 1]","[223.800087, 218.10009749999998, 212.2000962, 1]",
amber-solid,light,Alert,,warning,soft,description,/__functional-colors,accented,idle,0,pass,5.774227725939664,"[123.00001499999999, 66.00012, 7.000005, 1]","[223.800087, 218.10009749999998, 212.2000962, 1]",
amber-solid,light,Badge,,warning,subtle,base,/__functional-colors,accented,idle,0,pass,5.774227725939664,"[123.00001499999999, 66.00012, 7.000005, 1]","[223.800087, 218.10009749999998, 212.2000962, 1]",
amber-solid,light,Alert,,warning,subtle,title,/__functional-colors,accented,idle,0,pass,5.774227725939664,"[123.00001499999999, 66.00012, 7.000005, 1]","[223.800087, 218.10009749999998, 212.2000962, 1]",
amber-solid,light,Alert,,warning,subtle,description,/__functional-colors,accented,idle,0,pass,5.774227725939664,"[123.00001499999999, 66.00012, 7.000005, 1]","[223.800087, 218.10009749999998, 212.2000962, 1]",
amber-solid,light,Button,,warning,solid,base/label,/__functional-colors,accented,idle,0,pass,7.825457958425116,"[23.0000055, 23.0000055, 23.0000055, 1]","[232.999875, 154.999965, 23.999988, 1]",
amber-solid,light,Button,,warning,solid,base/label,/__functional-colors,accented,hover,0,pass,9.983286181075494,"[23.0000055, 23.0000055, 23.0000055, 1]","[244.000065, 182.999985, 63.9999, 1]",
amber-solid,light,Button,,warning,solid,base/label,/__functional-colors,accented,active+hover,0,pass,12.322696666177878,"[23.0000055, 23.0000055, 23.0000055, 1]","[251.00007, 209.00004, 107.00004, 1]",
amber-solid,light,Button,,warning,solid,base/label,/__functional-colors,accented,keyboard-focus,0,pass,7.825457958425116,"[23.0000055, 23.0000055, 23.0000055, 1]","[232.999875, 154.999965, 23.999988, 1]",
amber-solid,light,Button,,warning,solid,base/label,/__functional-colors,accented,keyboard-active+focus,0,pass,12.322696666177878,"[23.0000055, 23.0000055, 23.0000055, 1]","[251.00007, 209.00004, 107.00004, 1]",
amber-solid,light,Button,,warning,solid,base/label,/__functional-colors,accented,focus+hover,0,pass,9.983286181075494,"[23.0000055, 23.0000055, 23.0000055, 1]","[244.000065, 182.999985, 63.9999, 1]",
amber-solid,light,Button,,warning,link,base/label,/__functional-colors,accented,idle,0,pass,6.711789901800933,"[123.00001499999999, 66.00012, 7.000005, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,warning,link,base/label,/__functional-colors,accented,hover,0,pass,6.711789901800933,"[123.00001499999999, 66.00012, 7.000005, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,warning,link,base/label,/__functional-colors,accented,active+hover,0,pass,6.711789901800933,"[123.00001499999999, 66.00012, 7.000005, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,warning,link,base/label,/__functional-colors,accented,keyboard-focus,0,pass,6.711789901800933,"[123.00001499999999, 66.00012, 7.000005, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,warning,link,base/label,/__functional-colors,accented,keyboard-active+focus,0,pass,6.711789901800933,"[123.00001499999999, 66.00012, 7.000005, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,warning,link,base/label,/__functional-colors,accented,focus+hover,0,pass,6.711789901800933,"[123.00001499999999, 66.00012, 7.000005, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,semantic text,,error,,text,/__functional-colors,accented,idle,0,pass,5.441585496637626,"[181.00002, 35.000024999999994, 40.99992, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Badge,,error,solid,base,/__functional-colors,accented,idle,0,pass,6.487119947951175,"[255, 255, 255, 1]","[181.00002, 35.000024999999994, 40.99992, 1]",
amber-solid,light,Alert,,error,solid,title,/__functional-colors,accented,idle,0,pass,6.487119947951175,"[255, 255, 255, 1]","[181.00002, 35.000024999999994, 40.99992, 1]",
amber-solid,light,Alert,,error,solid,description,/__functional-colors,accented,idle,0,pass,6.487119947951175,"[255, 255, 255, 1]","[181.00002, 35.000024999999994, 40.99992, 1]",
amber-solid,light,Badge,,error,outline,base,/__functional-colors,accented,idle,0,pass,5.441585496637626,"[181.00002, 35.000024999999994, 40.99992, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Alert,,error,outline,title,/__functional-colors,accented,idle,0,pass,5.441585496637626,"[181.00002, 35.000024999999994, 40.99992, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Alert,,error,outline,description,/__functional-colors,accented,idle,0,pass,5.441585496637626,"[181.00002, 35.000024999999994, 40.99992, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Badge,,error,soft,base,/__functional-colors,accented,idle,0,pass,4.651883902576909,"[181.00002, 35.000024999999994, 40.99992, 1]","[229.60008749999997, 215.00006249999998, 215.6000775, 1]",
amber-solid,light,Alert,,error,soft,title,/__functional-colors,accented,idle,0,pass,4.651883902576909,"[181.00002, 35.000024999999994, 40.99992, 1]","[229.60008749999997, 215.00006249999998, 215.6000775, 1]",
amber-solid,light,Alert,,error,soft,description,/__functional-colors,accented,idle,0,pass,4.651883902576909,"[181.00002, 35.000024999999994, 40.99992, 1]","[229.60008749999997, 215.00006249999998, 215.6000775, 1]",
amber-solid,light,Badge,,error,subtle,base,/__functional-colors,accented,idle,0,pass,4.651883902576909,"[181.00002, 35.000024999999994, 40.99992, 1]","[229.60008749999997, 215.00006249999998, 215.6000775, 1]",
amber-solid,light,Alert,,error,subtle,title,/__functional-colors,accented,idle,0,pass,4.651883902576909,"[181.00002, 35.000024999999994, 40.99992, 1]","[229.60008749999997, 215.00006249999998, 215.6000775, 1]",
amber-solid,light,Alert,,error,subtle,description,/__functional-colors,accented,idle,0,pass,4.651883902576909,"[181.00002, 35.000024999999994, 40.99992, 1]","[229.60008749999997, 215.00006249999998, 215.6000775, 1]",
amber-solid,light,Button,,error,solid,base/label,/__functional-colors,accented,idle,0,pass,6.487119947951175,"[255, 255, 255, 1]","[181.00002, 35.000024999999994, 40.99992, 1]",
amber-solid,light,Button,,error,solid,base/label,/__functional-colors,accented,hover,0,pass,7.545692556917561,"[255, 255, 255, 1]","[162.90012, 31.499895, 36.90003, 1]",
amber-solid,light,Button,,error,solid,base/label,/__functional-colors,accented,active+hover,0,pass,8.793394550640816,"[255, 255, 255, 1]","[144.799965, 28.00002, 32.799884999999996, 1]",
amber-solid,light,Button,,error,solid,base/label,/__functional-colors,accented,keyboard-focus,0,pass,6.487119947951175,"[255, 255, 255, 1]","[181.00002, 35.000024999999994, 40.99992, 1]",
amber-solid,light,Button,,error,solid,base/label,/__functional-colors,accented,keyboard-active+focus,0,pass,8.793394550640816,"[255, 255, 255, 1]","[144.799965, 28.00002, 32.799884999999996, 1]",
amber-solid,light,Button,,error,solid,base/label,/__functional-colors,accented,focus+hover,0,pass,7.545692556917561,"[255, 255, 255, 1]","[162.90012, 31.499895, 36.90003, 1]",
amber-solid,light,Button,,error,link,base/label,/__functional-colors,accented,idle,0,pass,5.441585496637626,"[181.00002, 35.000024999999994, 40.99992, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,error,link,base/label,/__functional-colors,accented,hover,0,pass,5.441585496637626,"[181.00002, 35.000024999999994, 40.99992, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,error,link,base/label,/__functional-colors,accented,active+hover,0,pass,5.441585496637626,"[181.00002, 35.000024999999994, 40.99992, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,error,link,base/label,/__functional-colors,accented,keyboard-focus,0,pass,5.441585496637626,"[181.00002, 35.000024999999994, 40.99992, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,error,link,base/label,/__functional-colors,accented,keyboard-active+focus,0,pass,5.441585496637626,"[181.00002, 35.000024999999994, 40.99992, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,Button,,error,link,base/label,/__functional-colors,accented,focus+hover,0,pass,5.441585496637626,"[181.00002, 35.000024999999994, 40.99992, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,FormField,,error,,error,,accented,visible,0,pass,5.441585496637626,"[181.00002, 35.000024999999994, 40.99992, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,API fixture,F1,,,,,accented,idle,0,pass,5.441585496637626,"[181.00002, 35.000024999999994, 40.99992, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,API fixture,F2,,,,,accented,idle,0,pass,6.711789901800933,"[123.00001499999999, 66.00012, 7.000005, 1]","[235.000095, 235.000095, 235.000095, 1]",
amber-solid,light,API fixture,F5-field-caveat,,,,,accented,idle,0,pass,5.774227725939664,"[123.00001499999999, 66.00012, 7.000005, 1]","[223.800087, 218.10009749999998, 212.2000962, 1]",
amber-solid,light,API fixture,F5-field-caveat,,,,,accented,idle,1,pass,5.638912322248359,"[82.000095, 82.000095, 82.000095, 1]","[223.800087, 218.10009749999998, 212.2000962, 1]",
amber-solid,light,API fixture,value-caveat,,,,,accented,idle,0,pass,5.774227725939664,"[123.00001499999999, 66.00012, 7.000005, 1]","[223.800087, 218.10009749999998, 212.2000962, 1]",
amber-solid,light,API fixture,value-caveat,,,,,accented,idle,1,pass,5.638912322248359,"[82.000095, 82.000095, 82.000095, 1]","[223.800087, 218.10009749999998, 212.2000962, 1]",
amber-solid,light,ResponseExample,,,,status/statusText,,accented,single status visible,0,pass,5.328570108307233,"[35.99988, 105.99993, 49.99989, 1]","[225.7200279, 232.7201451, 227.12014109999998, 1]",
amber-solid,light,ResponseExample,,,,status/statusText,,accented,single status visible,1,pass,5.328570108307233,"[35.99988, 105.99993, 49.99989, 1]","[225.7200279, 232.7201451, 227.12014109999998, 1]",
amber-solid,light,ResponseExample,,,,status/statusText,,accented,single status visible,2,pass,5.366687132898906,"[0, 87.99999000000001, 188.99988, 1]","[222.120068402625, 230.9201511, 241.02011459999997, 1]",
amber-solid,light,ResponseExample,,,,status/statusText,,accented,single status visible,3,pass,5.366687132898906,"[0, 87.99999000000001, 188.99988, 1]","[222.120068402625, 230.9201511, 241.02011459999997, 1]",
amber-solid,light,ResponseExample,,,,status/statusText,,accented,single status visible,4,pass,6.38323345776271,"[123.00001499999999, 66.00012, 7.000005, 1]","[234.4200159, 228.72016409999998, 222.8201628, 1]",
amber-solid,light,ResponseExample,,,,status/statusText,,accented,single status visible,5,pass,6.38323345776271,"[123.00001499999999, 66.00012, 7.000005, 1]","[234.4200159, 228.72016409999998, 222.8201628, 1]",
amber-solid,light,ResponseExample,,,,status/statusText,,accented,single status visible,6,pass,5.143558260577679,"[181.00002, 35.000024999999994, 40.99992, 1]","[240.2200164, 225.62012909999999, 226.2201441, 1]",
amber-solid,light,ResponseExample,,,,status/statusText,,accented,single status visible,7,pass,5.143558260577679,"[181.00002, 35.000024999999994, 40.99992, 1]","[240.2200164, 225.62012909999999, 226.2201441, 1]",
amber-solid,light,LifecycleNotice,,,,,,accented,idle,0,pass,5.774227725939664,"[123.00001499999999, 66.00012, 7.000005, 1]","[223.800087, 218.10009749999998, 212.2000962, 1]",
amber-solid,light,LifecycleNotice,,,,,,accented,idle,1,pass,5.774227725939664,"[123.00001499999999, 66.00012, 7.000005, 1]","[223.800087, 218.10009749999998, 212.2000962, 1]",
amber-solid,light,LifecycleNotice,,,,,,accented,idle,2,pass,4.8224578533887295,"[35.99988, 105.99993, 49.99989, 1]","[215.10009899999997, 222.1000785, 216.50007449999998, 1]",
amber-solid,light,LifecycleNotice,,,,,,accented,idle,3,pass,4.8224578533887295,"[35.99988, 105.99993, 49.99989, 1]","[215.10009899999997, 222.1000785, 216.50007449999998, 1]",
amber-solid,light,LifecycleNotice,,,,,,accented,idle,4,pass,5.774227725939664,"[123.00001499999999, 66.00012, 7.000005, 1]","[223.800087, 218.10009749999998, 212.2000962, 1]",
amber-solid,light,LifecycleNotice,,,,,,accented,idle,5,pass,5.774227725939664,"[123.00001499999999, 66.00012, 7.000005, 1]","[223.800087, 218.10009749999998, 212.2000962, 1]",
amber-solid,light,LifecycleNotice,,,,,,accented,idle,6,pass,15.521564857501781,"[23.0000055, 23.0000055, 23.0000055, 1]","[238.49997, 238.49997, 238.49997, 1]",
amber-solid,light,LifecycleNotice,,,,,,accented,idle,7,pass,11.998750521270905,"[44.55000195, 44.55000195, 44.55000195, 1]","[238.49997, 238.49997, 238.49997, 1]",
amber-solid,light,LifecycleNotice,,,,,,accented,idle,8,pass,4.651883902576909,"[181.00002, 35.000024999999994, 40.99992, 1]","[229.60008749999997, 215.00006249999998, 215.6000775, 1]",
amber-solid,light,LifecycleNotice,,,,,,accented,idle,9,pass,4.651883902576909,"[181.00002, 35.000024999999994, 40.99992, 1]","[229.60008749999997, 215.00006249999998, 215.6000775, 1]",
amber-solid,light,FieldAnnotation,,,,required,,portal own bg-default,open,0,pass,6.487119947951175,"[181.00002, 35.000024999999994, 40.99992, 1]","[255, 255, 255, 1]",
amber-solid,light,FieldAnnotation,,,,conditional,,portal own bg-default,open,0,pass,8.001378676368077,"[123.00001499999999, 66.00012, 7.000005, 1]","[255, 255, 255, 1]",
amber-solid,light,FormField,,error,,required ::after,,default,,,unverified,,,,Existing measure has no generated-content glyph geometry; computed pseudo retained without claiming ratio.
amber-solid,light,FormField required+error,,,,error,,default,required marker present,0,unresolved,,,,"Error: locator.evaluate: Error: unresolved: unmodeled ::after on LABEL
    at fail (eval at evaluate (:311:30), <anonymous>:152:13)
    at supportedPseudos (eval at evaluate (:311:30), <anonymous>:395:475)
    at eval (eval at evaluate (:311:30), <anonymous>:493:13)
    at UtilityScript.evaluate (<anonymous>:313:16)
    at UtilityScript.<anonymous> (<anonymous>:1:44)"
amber-solid,light,FormField,,error,,required ::after,,muted,,,unverified,,,,Existing measure has no generated-content glyph geometry; computed pseudo retained without claiming ratio.
amber-solid,light,FormField required+error,,,,error,,muted,required marker present,0,unresolved,,,,"Error: locator.evaluate: Error: unresolved: unmodeled ::after on LABEL
    at fail (eval at evaluate (:311:30), <anonymous>:152:13)
    at supportedPseudos (eval at evaluate (:311:30), <anonymous>:395:475)
    at eval (eval at evaluate (:311:30), <anonymous>:493:13)
    at UtilityScript.evaluate (<anonymous>:313:16)
    at UtilityScript.<anonymous> (<anonymous>:1:44)"
amber-solid,light,FormField,,error,,required ::after,,elevated,,,unverified,,,,Existing measure has no generated-content glyph geometry; computed pseudo retained without claiming ratio.
amber-solid,light,FormField required+error,,,,error,,elevated,required marker present,0,unresolved,,,,"Error: locator.evaluate: Error: unresolved: unmodeled ::after on LABEL
    at fail (eval at evaluate (:311:30), <anonymous>:152:13)
    at supportedPseudos (eval at evaluate (:311:30), <anonymous>:395:475)
    at eval (eval at evaluate (:311:30), <anonymous>:493:13)
    at UtilityScript.evaluate (<anonymous>:313:16)
    at UtilityScript.<anonymous> (<anonymous>:1:44)"
amber-solid,light,FormField,,error,,required ::after,,accented,,,unverified,,,,Existing measure has no generated-content glyph geometry; computed pseudo retained without claiming ratio.
